Time (s),Speed (m/s)
52.620000000000005,30.0
52.64,30.0
52.660000000000004,30.0
52.68,30.0
52.7,30.0
52.72,30.0
52.74,30.0
52.76,30.0
52.78,30.0
52.800000000000004,30.0
52.82,30.0
52.84,30.0
52.86,30.0
52.88,30.0
52.9,30.0
52.92,30.0
52.94,30.0
52.96,30.0
52.980000000000004,30.0
53.0,30.0
53.02,30.0
53.04,30.0
53.06,30.0
53.08,30.0
53.1,30.0
53.120000000000005,30.0
53.14,30.0
53.160000000000004,30.0
53.18,30.0
53.2,30.0
53.22,30.0
53.24,30.0
53.26,30.0
53.28,30.0
53.300000000000004,30.0
53.32,30.0
53.34,30.0
53.36,30.0
53.38,30.0
53.4,30.0
53.42,30.0
53.44,30.0
53.46,30.0
53.480000000000004,30.0
53.5,30.0
53.52,30.0
53.54,30.0
53.56,30.0
53.58,30.0
53.6,30.0
53.620000000000005,30.0
53.64,30.0
53.660000000000004,30.0
53.68,30.0
53.7,30.0
53.72,30.0
53.74,30.0
53.76,30.0
53.78,30.0
53.800000000000004,30.0
53.82,30.0
53.84,30.0
53.86,30.0
53.88,30.0
53.9,30.0
53.92,30.0
53.94,30.0
53.96,30.0
53.980000000000004,30.0
54.0,30.0
54.02,30.0
54.04,30.0
54.06,30.0
54.08,30.0
54.1,30.0
54.120000000000005,30.0
54.14,30.0
54.160000000000004,30.0
54.18,30.0
54.2,30.0
54.22,30.0
54.24,30.0
54.26,30.0
54.28,30.0
54.300000000000004,30.0
54.32,30.0
54.34,30.0
54.36,30.0
54.38,30.0
54.4,30.0
54.42,30.0
54.44,30.0
54.46,30.0
54.480000000000004,30.0
54.5,30.0
54.52,30.0
54.54,30.0
54.56,30.0
54.58,30.0
54.6,30.0
54.620000000000005,30.0
54.64,30.0
54.660000000000004,30.0
54.68,30.0
54.7,30.0
54.72,30.0
54.74,30.0
54.76,30.0
54.78,30.0
54.800000000000004,30.0
54.82,30.0
54.84,30.0
54.86,30.0
54.88,30.0
54.9,30.0
54.92,30.0
54.94,30.0
54.96,30.0
54.980000000000004,30.0
55.0,30.0
55.02,30.0
55.04,30.0
55.06,30.0
55.08,30.0
55.1,30.0
55.120000000000005,30.0
55.14,30.0
55.160000000000004,30.0
55.18,30.0
55.2,30.0
55.22,30.0
55.24,30.0
55.26,30.0
55.28,30.0
55.300000000000004,30.0
55.32,30.0
55.34,30.0
55.36,30.0
55.38,30.0
55.4,30.0
55.42,30.0
55.44,30.0
55.46,30.0
55.480000000000004,30.0
55.5,30.0
55.52,30.0
55.54,30.0
55.56,30.0
55.58,30.0
55.6,30.0
55.620000000000005,30.0
55.64,30.0
55.660000000000004,30.0
55.68,30.0
55.7,30.0
55.72,30.0
55.74,30.0
55.76,30.0
55.78,30.0
55.800000000000004,30.0
55.82,30.0
55.84,30.0
55.86,30.0
55.88,30.0
55.9,30.0
55.92,30.0
55.94,30.0
55.96,30.0
55.980000000000004,30.0
56.0,30.0
56.02,30.0
56.04,30.0
56.06,30.0
56.08,30.0
56.1,30.0
56.120000000000005,30.0
56.14,30.0
56.160000000000004,30.0
56.18,30.0
56.2,30.0
56.22,30.0
56.24,30.0
56.26,30.0
56.28,30.0
56.300000000000004,30.0
56.32,30.0
56.34,30.0
56.36,30.0
56.38,30.0
56.4,30.0
56.42,30.0
56.44,30.0
56.46,30.0
56.480000000000004,30.0
56.5,30.0
56.52,30.0
56.54,30.0
56.56,30.0
56.58,30.0
56.6,30.0
56.620000000000005,30.0
56.64,30.0
56.660000000000004,30.0
56.68,30.0
56.7,30.0
56.72,30.0
56.74,30.0
56.76,30.0
56.78,30.0
56.800000000000004,30.0
56.82,30.0
56.84,30.0
56.86,30.0
56.88,30.0
56.9,30.0
56.92,30.0
56.94,30.0
56.96,30.0
56.980000000000004,30.0
57.0,30.0
57.02,30.0
57.04,30.0
57.06,30.0
57.08,30.0
57.1,30.0
57.120000000000005,30.0
57.14,30.0
57.160000000000004,30.0
57.18,30.0
57.2,30.0
57.22,30.0
57.24,30.0
57.26,30.0
57.28,30.0
57.300000000000004,30.0
57.32,30.0
57.34,30.0
57.36,30.0
57.38,30.0
57.4,30.0
57.42,30.0
57.44,30.0
57.46,30.0
57.480000000000004,30.0
57.5,30.0
57.52,30.0
57.54,30.0
57.56,30.0
57.58,30.0
57.6,30.0
57.620000000000005,30.0
57.64,30.0
57.660000000000004,30.0
57.68,30.0
57.7,30.0
57.72,30.0
57.74,30.0
57.76,30.0
57.78,30.0
57.800000000000004,30.0
57.82,30.0
57.84,30.0
57.86,30.0
57.88,30.0
57.9,30.0
57.92,30.0
57.94,30.0
57.96,30.0
57.980000000000004,30.0
58.0,30.0
58.02,30.0
58.04,30.0
58.06,30.0
58.08,30.0
58.1,30.0
58.120000000000005,30.0
58.14,30.0
58.160000000000004,30.0
58.18,30.0
58.2,30.0
58.22,30.0
58.24,30.0
58.26,30.0
58.28,30.0
58.300000000000004,30.0
58.32,30.0
58.34,30.0
58.36,30.0
58.38,30.0
58.4,30.0
58.42,30.0
58.44,30.0
58.46,30.0
58.480000000000004,30.0
58.5,30.0
58.52,30.0
58.54,30.0
58.56,30.0
58.58,30.0
58.6,30.0
58.620000000000005,30.0
58.64,30.0
58.660000000000004,30.0
58.68,30.0
58.7,30.0
58.72,30.0
58.74,30.0
58.76,30.0
58.78,30.0
58.800000000000004,30.0
58.82,30.0
58.84,30.0
58.86,30.0
58.88,30.0
58.9,30.0
58.92,30.0
58.94,30.0
58.96,30.0
58.980000000000004,30.0
59.0,30.0
59.02,30.0
59.04,30.0
59.06,30.0
59.08,30.0
59.1,30.0
59.120000000000005,30.0
59.14,30.0
59.160000000000004,30.0
59.18,30.0
59.2,30.0
59.22,30.0
59.24,30.0
59.26,30.0
59.28,30.0
59.300000000000004,30.0
59.32,30.0
59.34,30.0
59.36,30.0
59.38,30.0
59.4,30.0
59.42,30.0
59.44,30.0
59.46,30.0
59.480000000000004,30.0
59.5,30.0
59.52,30.0
59.54,30.0
59.56,30.0
59.58,30.0
59.6,30.0
59.620000000000005,30.0
59.64,30.0
59.660000000000004,30.0
59.68,30.0
59.7,30.0
59.72,30.0
59.74,30.0
59.76,30.0
59.78,30.0
59.800000000000004,30.0
59.82,30.0
59.84,30.0
59.86,30.0
59.88,30.0
59.9,30.0
59.92,30.0
59.94,30.0
59.96,30.0
59.980000000000004,30.0
60.0,30.0
60.02,30.0
60.04,30.0
60.06,30.0
60.08,30.0
60.1,30.0
60.120000000000005,30.0
60.14,30.0
60.160000000000004,30.0
60.18,30.0
60.2,30.0
60.22,30.0
60.24,30.0
60.26,30.0
60.28,30.0
60.300000000000004,30.0
60.32,30.0
60.34,30.0
60.36,30.0
60.38,30.0
60.4,30.0
60.42,30.0
60.44,30.0
60.46,30.0
60.480000000000004,30.0
60.5,30.0
60.52,30.0
60.54,30.0
60.56,30.0
60.58,30.0
60.6,30.0
60.620000000000005,30.0
60.64,30.0
60.660000000000004,30.0
60.68,30.0
60.7,30.0
60.72,30.0
60.74,30.0
60.76,30.0
60.78,30.0
60.800000000000004,30.0
60.82,30.0
60.84,30.0
60.86,30.0
60.88,30.0
60.9,30.0
60.92,30.0
60.94,30.0
60.96,30.0
60.980000000000004,30.0
61.0,30.0
61.02,30.0
61.04,30.0
61.06,30.0
61.08,30.0
61.1,30.0
61.120000000000005,30.0
61.14,30.0
61.160000000000004,30.0
61.18,30.0
61.2,30.0
61.22,30.0
61.24,30.0
61.26,30.0
61.28,30.0
61.300000000000004,30.0
61.32,30.0
61.34,30.0
61.36,30.0
61.38,30.0
61.4,30.0
61.42,30.0
61.44,30.0
61.46,30.0
61.480000000000004,30.0
61.5,30.0
61.52,30.0
61.54,30.0
61.56,30.0
61.58,30.0
61.6,30.0
61.620000000000005,30.0
61.64,30.0
61.660000000000004,30.0
61.68,30.0
61.7,30.0
61.72,30.0
61.74,30.0
61.76,30.0
61.78,30.0
61.800000000000004,30.0
61.82,30.0
61.84,30.0
61.86,30.0
61.88,30.0
61.9,30.0
61.92,30.0
61.940000000000005,30.0
61.96,30.0
61.980000000000004,30.0
62.0,30.0
62.02,30.0
62.04,30.0
62.06,30.0
62.08,30.0
62.1,30.0
62.120000000000005,30.0
62.14,30.0
62.160000000000004,30.0
62.18,30.0
62.2,30.0
62.22,30.0
62.24,30.0
62.26,30.0
62.28,30.0
62.300000000000004,30.0
62.32,30.0
62.34,30.0
62.36,30.0
62.38,30.0
62.4,30.0
62.42,30.0
62.440000000000005,30.0
62.46,30.0
62.480000000000004,30.0
62.5,30.0
62.52,30.0
62.54,30.0
62.56,30.0
62.58,30.0
62.6,30.0
62.620000000000005,30.0
62.64,30.0
62.660000000000004,30.0
62.68,30.0
62.7,30.0
62.72,30.0
62.74,30.0
62.76,30.0
62.78,30.0
62.800000000000004,30.0
62.82,30.0
62.84,30.0
62.86,30.0
62.88,30.0
62.9,30.0
62.92,30.0
62.940000000000005,30.0
62.96,30.0
62.980000000000004,30.0
63.0,30.0
63.02,30.0
63.04,30.0
63.06,30.0
63.08,30.0
63.1,30.0
63.120000000000005,30.0
63.14,30.0
63.160000000000004,30.0
63.18,30.0
63.2,30.0
63.22,30.0
63.24,30.0
63.26,30.0
63.28,30.0
63.300000000000004,30.0
63.32,30.0
63.34,30.0
63.36,30.0
63.38,30.0
63.4,30.0
63.42,30.0
63.440000000000005,30.0
63.46,30.0
63.480000000000004,30.0
63.5,30.0
63.52,30.0
63.54,30.0
63.56,30.0
63.58,30.0
63.6,30.0
63.620000000000005,30.0
63.64,30.0
63.660000000000004,30.0
63.68,30.0
63.7,30.0
63.72,30.0
63.74,30.0
63.76,30.0
63.78,30.0
63.800000000000004,30.0
63.82,30.0
63.84,30.0
63.86,30.0
63.88,30.0
63.9,30.0
63.92,30.0
63.940000000000005,30.0
63.96,30.0
63.980000000000004,30.0
64.0,30.0
64.02,30.0
64.04,30.0
64.06,30.0
64.08,30.0
64.1,30.0
64.12,30.0
64.14,30.0
64.16,30.0
64.18,30.0
64.2,30.0
64.22,30.0
64.24,30.0
64.26,30.0
64.28,30.0
64.3,30.0
64.32000000000001,30.0
64.34,30.0
64.36,30.0
64.38,30.0
64.4,30.0
64.42,30.0
64.44,30.0
64.46000000000001,30.0
64.48,30.0
64.5,30.0
64.52,30.0
64.54,30.0
64.56,30.0
64.58,30.0
64.6,30.0
64.62,30.0
64.64,30.0
64.66,30.0
64.68,30.0
64.7,30.0
64.72,30.0
64.74,30.0
64.76,30.0
64.78,30.0
64.8,30.0
64.82000000000001,30.0
64.84,30.0
64.86,30.0
64.88,30.0
64.9,30.0
64.92,30.0
64.94,30.0
64.96000000000001,30.0
64.98,30.0
65.0,30.0
65.02,30.0
65.04,30.0
65.06,30.0
65.08,30.0
65.1,30.0
65.12,30.0
65.14,30.0
65.16,30.0
65.18,30.0
65.2,30.0
65.22,30.0
65.24,30.0
65.26,30.0
65.28,30.0
65.3,30.0
65.32000000000001,30.0
65.34,30.0
65.36,30.0
65.38,30.0
65.4,30.0
65.42,30.0
65.44,30.0
65.46000000000001,30.0
65.48,30.0
65.5,30.0
65.52,30.0
65.54,30.0
65.56,30.0
65.58,30.0
65.6,30.0
65.62,30.0
65.64,30.0
65.66,30.0
65.68,30.0
65.7,30.0
65.72,30.0
65.74,30.0
65.76,30.0
65.78,30.0
65.8,30.0
65.82000000000001,30.0
65.84,30.0
65.86,30.0
65.88,30.0
65.9,30.0
65.92,30.0
65.94,30.0
65.96000000000001,30.0
65.98,30.0
66.0,30.0
66.02,30.0
66.04,30.0
66.06,30.0
66.08,30.0
66.1,30.0
66.12,30.0
66.14,30.0
66.16,30.0
66.18,30.0
66.2,30.0
66.22,30.0
66.24,30.0
66.26,30.0
66.28,30.0
66.3,30.0
66.32000000000001,30.0
66.34,30.0
66.36,30.0
66.38,30.0
66.4,30.0
66.42,30.0
66.44,30.0
66.46000000000001,30.0
66.48,30.0
66.5,30.0
66.52,30.0
66.54,30.0
66.56,30.0
66.58,30.0
66.6,30.0
66.62,30.0
66.64,30.0
66.66,30.0
66.68,30.0
66.7,30.0
66.72,30.0
66.74,30.0
66.76,30.0
66.78,30.0
66.8,30.0
66.82000000000001,30.0
66.84,30.0
66.86,30.0
66.88,30.0
66.9,30.0
66.92,30.0
66.94,30.0
66.96000000000001,30.0
66.98,30.0
67.0,30.0
67.02,30.0
67.04,30.0
67.06,30.0
67.08,30.0
67.1,30.0
67.12,30.0
67.14,30.0
67.16,30.0
67.18,30.0
67.2,30.0
67.22,30.0
67.24,30.0
67.26,30.0
67.28,30.0
67.3,30.0
67.32000000000001,30.0
67.34,30.0
67.36,30.0
67.38,30.0
67.4,30.0
67.42,30.0
67.44,30.0
67.46000000000001,30.0
67.48,30.0
67.5,30.0
67.52,30.0
67.54,30.0
67.56,30.0
67.58,30.0
67.6,30.0
67.62,30.0
67.64,30.0
67.66,30.0
67.68,30.0
67.7,30.0
67.72,30.0
67.74,30.0
67.76,30.0
67.78,30.0
67.8,30.0
67.82000000000001,30.0
67.84,30.0
67.86,30.0
67.88,30.0
67.9,30.0
67.92,30.0
67.94,30.0
67.96000000000001,30.0
67.98,30.0
68.0,30.0
68.02,30.0
68.04,30.0
68.06,30.0
68.08,30.0
68.1,30.0
68.12,30.0
68.14,30.0
68.16,30.0
68.18,30.0
68.2,30.0
68.22,30.0
68.24,30.0
68.26,30.0
68.28,30.0
68.3,30.0
68.32000000000001,30.0
68.34,30.0
68.36,30.0
68.38,30.0
68.4,30.0
68.42,30.0
68.44,30.0
68.46000000000001,30.0
68.48,30.0
68.5,30.0
68.52,30.0
68.54,30.0
68.56,30.0
68.58,30.0
68.60000000000001,30.0
68.62,30.0
68.64,30.0
68.66,30.0
68.68,30.0
68.7,30.0
68.72,30.0
68.74,30.0
68.76,30.0
68.78,30.0
68.8,30.0
68.82000000000001,30.0
68.84,30.0
68.86,30.0
68.88,30.0
68.9,30.0
68.92,30.0
68.94,30.0
68.96000000000001,30.0
68.98,30.0
69.0,30.0
69.02,30.0
69.04,30.0
69.06,30.0
69.08,30.0
69.10000000000001,30.0
69.12,30.0
69.14,30.0
69.16,30.0
69.18,30.0
69.2,30.0
69.22,30.0
69.24,30.0
69.26,30.0
69.28,30.0
69.3,30.0
69.32000000000001,30.0
69.34,30.0
69.36,30.0
69.38,30.0
69.4,30.0
69.42,30.0
69.44,30.0
69.46000000000001,30.0
69.48,30.0
69.5,30.0
69.52,30.0
69.54,30.0
69.56,30.0
69.58,30.0
69.60000000000001,30.0
69.62,30.0
69.64,30.0
69.66,30.0
69.68,30.0
69.7,30.0
69.72,30.0
69.74,30.0
69.76,30.0
69.78,30.0
69.8,30.0
69.82000000000001,30.0
69.84,30.0
69.86,30.0
69.88,30.0
69.9,30.0
69.92,30.0
69.94,30.0
69.96000000000001,30.0
69.98,30.0
70.0,30.0
70.02,30.0
70.04,29.983311081441922
70.06,29.966622162883844
70.08,29.949933244325766
70.10000000000001,29.93324432576769
70.12,29.916555407209614
70.14,29.899866488651536
70.16,29.88317757009346
70.18,29.86648865153538
70.2,29.849799732977303
70.22,29.833110814419225
70.24,29.816421895861147
70.26,29.79973297730307
70.28,29.783044058744995
70.3,29.766355140186917
70.32000000000001,29.74966622162884
70.34,29.73297730307076
70.36,29.716288384512684
70.38,29.699599465954606
70.4,29.682910547396528
70.42,29.66622162883845
70.44,29.649532710280376
70.46000000000001,29.632843791722298
70.48,29.61615487316422
70.5,29.599465954606142
70.52,29.582777036048064
70.54,29.566088117489986
70.56,29.54939919893191
70.58,29.53271028037383
70.60000000000001,29.516021361815753
70.62,29.49933244325768
70.64,29.4826435246996
70.66,29.465954606141523
70.68,29.449265687583445
70.7,29.432576769025367
70.72,29.41588785046729
70.74,29.39919893190921
70.76,29.382510013351133
70.78,29.36582109479306
70.8,29.34913217623498
70.82000000000001,29.332443257676903
70.84,29.315754339118826
70.86,29.299065420560748
70.88,29.28237650200267
70.9,29.265687583444592
70.92,29.248998664886514
70.94,29.232309746328436
70.96000000000001,29.215620827770362
70.98,29.198931909212284
71.0,29.182242990654206
71.02,29.16555407209613
71.04,29.14886515353805
71.06,29.132176234979973
71.08,29.115487316421895
71.10000000000001,29.098798397863817
71.12,29.082109479305743
71.14,29.065420560747665
71.16,29.048731642189587
71.18,29.03204272363151
71.2,29.01535380507343
71.22,28.998664886515353
71.24,28.981975967957275
71.26,28.965287049399198
71.28,28.94859813084112
71.3,28.931909212283045
71.32000000000001,28.915220293724968
71.34,28.89853137516689
71.36,28.881842456608812
71.38,28.865153538050734
71.4,28.848464619492656
71.42,28.83177570093458
71.44,28.8150867823765
71.46000000000001,28.798397863818426
71.48,28.78170894526035
71.5,28.76502002670227
71.52,28.748331108144193
71.54,28.731642189586115
71.56,28.714953271028037
71.58,28.69826435246996
71.60000000000001,28.68157543391188
71.62,28.664886515353807
71.64,28.64819759679573
71.66,28.63150867823765
71.68,28.614819759679573
71.7,28.598130841121495
71.72,28.581441922563418
71.74,28.56475300400534
71.76,28.548064085447262
71.78,28.531375166889184
71.8,28.51468624833111
71.82000000000001,28.497997329773032
71.84,28.481308411214954
71.86,28.464619492656876
71.88,28.447930574098798
71.9,28.43124165554072
71.92,28.414552736982643
71.94,28.397863818424565
71.96000000000001,28.38117489986649
71.98,28.364485981308412
72.0,28.347797062750335
72.02,28.331108144192257
72.04,28.31441922563418
72.06,28.2977303070761
72.08,28.281041388518023
72.10000000000001,28.264352469959945
72.12,28.24766355140187
72.14,28.230974632843793
72.16,28.214285714285715
72.18,28.197596795727637
72.2,28.18090787716956
72.22,28.16421895861148
72.24,28.147530040053404
72.26,28.130841121495326
72.28,28.114152202937248
72.3,28.097463284379174
72.32000000000001,28.080774365821096
72.34,28.064085447263018
72.36,28.04739652870494
72.38,28.030707610146862
72.4,28.014018691588785
72.42,27.997329773030707
72.44,27.98064085447263
72.46000000000001,27.96395193591455
72.48,27.947263017356477
72.5,27.9305740987984
72.52,27.91388518024032
72.54,27.897196261682243
72.56,27.880507343124165
72.58,27.863818424566087
72.60000000000001,27.84712950600801
72.62,27.830440587449935
72.64,27.813751668891857
72.66,27.79706275033378
72.68,27.7803738317757
72.7,27.763684913217624
72.72,27.746995994659546
72.74,27.730307076101468
72.76,27.71361815754339
72.78,27.696929238985312
72.8,27.680240320427238
72.82000000000001,27.66355140186916
72.84,27.646862483311082
72.86,27.630173564753004
72.88,27.613484646194927
72.9,27.59679572763685
72.92,27.58010680907877
72.94,27.563417890520693
72.96000000000001,27.546728971962615
72.98,27.53004005340454
73.0,27.513351134846463
73.02,27.496662216288385
73.04,27.479973297730307
73.06,27.46328437917223
73.08,27.44659546061415
73.10000000000001,27.429906542056074
73.12,27.413217623498
73.14,27.39652870493992
73.16,27.379839786381844
73.18,27.363150867823766
73.2,27.346461949265688
73.22,27.32977303070761
73.24,27.313084112149532
73.26,27.296395193591454
73.28,27.279706275033377
73.3,27.263017356475302
73.32000000000001,27.246328437917224
73.34,27.229639519359147
73.36,27.21295060080107
73.38,27.19626168224299
73.4,27.179572763684913
73.42,27.162883845126835
73.44,27.146194926568757
73.46000000000001,27.12950600801068
73.48,27.112817089452605
73.5,27.096128170894527
73.52,27.07943925233645
73.54,27.06275033377837
73.56,27.046061415220294
73.58,27.029372496662216
73.60000000000001,27.012683578104138
73.62,26.995994659546064
73.64,26.979305740987986
73.66,26.962616822429908
73.68,26.94592790387183
73.7,26.929238985313752
73.72,26.912550066755674
73.74,26.895861148197596
73.76,26.87917222963952
73.78,26.86248331108144
73.8,26.845794392523366
73.82000000000001,26.82910547396529
73.84,26.81241655540721
73.86,26.795727636849133
73.88,26.779038718291055
73.9,26.762349799732977
73.92,26.7456608811749
73.94,26.72897196261682
73.96000000000001,26.712283044058744
73.98,26.69559412550067
74.0,26.67890520694259
74.02,26.662216288384514
74.04,26.645527369826436
74.06,26.628838451268358
74.08,26.61214953271028
74.10000000000001,26.595460614152202
74.12,26.578771695594124
74.14,26.562082777036046
74.16,26.545393858477972
74.18,26.528704939919894
74.2,26.512016021361816
74.22,26.49532710280374
74.24,26.47863818424566
74.26,26.461949265687583
74.28,26.445260347129505
74.3,26.42857142857143
74.32000000000001,26.411882510013353
74.34,26.395193591455275
74.36,26.378504672897197
74.38,26.36181575433912
74.4,26.34512683578104
74.42,26.328437917222963
74.44,26.311748998664886
74.46000000000001,26.295060080106808
74.48,26.278371161548733
74.5,26.261682242990656
74.52,26.244993324432578
74.54,26.2283044058745
74.56,26.211615487316422
74.58,26.194926568758344
74.60000000000001,26.178237650200266
74.62,26.16154873164219
74.64,26.14485981308411
74.66,26.128170894526036
74.68,26.11148197596796
74.7,26.09479305740988
74.72,26.078104138851803
74.74,26.061415220293725
74.76,26.044726301735647
74.78,26.02803738317757
74.8,26.011348464619495
74.82000000000001,25.994659546061413
74.84,25.97797062750334
74.86,25.96128170894526
74.88,25.944592790387183
74.9,25.927903871829105
74.92,25.911214953271028
74.94,25.89452603471295
74.96000000000001,25.877837116154872
74.98,25.861148197596798
75.0,25.84445927903872
75.02,25.827770360480642
75.04,25.811081441922564
75.06,25.794392523364486
75.08,25.77770360480641
75.10000000000001,25.76101468624833
75.12,25.744325767690256
75.14,25.727636849132175
75.16,25.7109479305741
75.18,25.694259012016023
75.2,25.677570093457945
75.22,25.660881174899867
75.24,25.64419225634179
75.26,25.62750333778371
75.28,25.610814419225633
75.3,25.59412550066756
75.32000000000001,25.577436582109478
75.34,25.560747663551403
75.36,25.544058744993325
75.38,25.527369826435248
75.4,25.51068090787717
75.42,25.493991989319092
75.44,25.477303070761014
75.46000000000001,25.460614152202936
75.48,25.443925233644862
75.5,25.427236315086784
75.52,25.410547396528706
75.54,25.39385847797063
75.56,25.37716955941255
75.58,25.360480640854473
75.60000000000001,25.343791722296395
75.62,25.327102803738317
75.64,25.31041388518024
75.66,25.293724966622165
75.68,25.277036048064087
75.7,25.26034712950601
75.72,25.24365821094793
75.74,25.226969292389853
75.76,25.210280373831775
75.78,25.193591455273697
75.8,25.176902536715623
75.82000000000001,25.16021361815754
75.84,25.143524699599467
75.86,25.12683578104139
75.88,25.11014686248331
75.9,25.093457943925234
75.92,25.076769025367156
75.94,25.060080106809078
75.96000000000001,25.043391188251
75.98,25.026702269692926
76.0,25.010013351134845
76.02,24.99332443257677
76.04,24.976635514018692
76.06,24.959946595460615
76.08,24.943257676902537
76.10000000000001,24.92656875834446
76.12,24.90987983978638
76.14,24.893190921228303
76.16,24.87650200267023
76.18,24.85981308411215
76.2,24.843124165554073
76.22,24.826435246995995
76.24,24.809746328437917
76.26,24.79305740987984
76.28,24.77636849132176
76.3,24.759679572763687
76.32000000000001,24.742990654205606
76.34,24.72630173564753
76.36,24.709612817089454
76.38,24.692923898531376
76.4,24.676234979973298
76.42,24.65954606141522
76.44,24.642857142857142
76.46000000000001,24.626168224299064
76.48,24.60947930574099
76.5,24.59279038718291
76.52,24.576101468624834
76.54,24.559412550066757
76.56,24.54272363150868
76.58,24.5260347129506
76.60000000000001,24.509345794392523
76.62,24.492656875834445
76.64,24.475967957276367
76.66,24.459279038718293
76.68,24.442590120160215
76.7,24.425901201602137
76.72,24.40921228304406
76.74,24.39252336448598
76.76,24.375834445927904
76.78,24.359145527369826
76.8,24.34245660881175
76.82000000000001,24.32576769025367
76.84,24.309078771695596
76.86,24.292389853137518
76.88,24.27570093457944
76.9,24.259012016021362
76.92,24.242323097463284
76.94,24.225634178905207
76.96000000000001,24.20894526034713
76.98,24.192256341789054
77.0,24.175567423230973
77.02,24.1588785046729
77.04,24.14218958611482
77.06,24.125500667556743
77.08,24.108811748998665
77.10000000000001,24.092122830440587
77.12,24.07543391188251
77.14,24.05874499332443
77.16,24.042056074766357
77.18,24.02536715620828
77.2,24.0086782376502
77.22,23.991989319092124
77.24,23.975300400534046
77.26,23.958611481975968
77.28,23.94192256341789
77.3,23.925233644859812
77.32000000000001,23.908544726301734
77.34,23.89185580774366
77.36,23.875166889185582
77.38,23.858477970627504
77.4,23.841789052069426
77.42,23.82510013351135
77.44,23.80841121495327
77.46000000000001,23.791722296395193
77.48,23.77503337783712
77.5,23.758344459279037
77.52,23.741655540720963
77.54,23.724966622162885
77.56,23.708277703604807
77.58,23.69158878504673
77.60000000000001,23.67489986648865
77.62,23.658210947930574
77.64,23.641522029372496
77.66,23.62483311081442
77.68,23.608144192256344
77.7,23.591455273698266
77.72,23.574766355140188
77.74,23.55807743658211
77.76,23.541388518024032
77.78,23.524699599465954
77.8,23.508010680907876
77.82000000000001,23.4913217623498
77.84,23.474632843791724
77.86,23.457943925233646
77.88,23.44125500667557
77.9,23.42456608811749
77.92,23.407877169559413
77.94,23.391188251001335
77.96000000000001,23.374499332443257
77.98,23.357810413885183
78.0,23.3411214953271
78.02,23.324432576769027
78.04,23.30774365821095
78.06,23.29105473965287
78.08,23.274365821094793
78.10000000000001,23.257676902536716
78.12,23.240987983978638
78.14,23.22429906542056
78.16,23.207610146862486
78.18,23.190921228304404
78.2,23.17423230974633
78.22,23.157543391188252
78.24,23.140854472630174
78.26,23.124165554072096
78.28,23.10747663551402
78.3,23.09078771695594
78.32000000000001,23.074098798397863
78.34,23.05740987983979
78.36,23.04072096128171
78.38,23.024032042723633
78.4,23.007343124165555
78.42,22.990654205607477
78.44,22.9739652870494
78.46000000000001,22.95727636849132
78.48,22.940587449933247
78.5,22.923898531375166
78.52,22.90720961281709
78.54,22.890520694259013
78.56,22.873831775700936
78.58,22.857142857142858
78.60000000000001,22.84045393858478
78.62,22.823765020026702
78.64,22.807076101468624
78.66,22.79038718291055
78.68,22.77369826435247
78.7,22.757009345794394
78.72,22.740320427236316
78.74,22.72363150867824
78.76,22.70694259012016
78.78,22.690253671562083
78.8,22.673564753004005
78.82000000000001,22.656875834445927
78.84,22.640186915887853
78.86,22.623497997329775
78.88,22.606809078771697
78.9,22.59012016021362
78.92,22.57343124165554
78.94,22.556742323097463
78.96000000000001,22.540053404539385
78.98,22.52336448598131
79.0,22.50667556742323
79.02,22.489986648865155
79.04,22.473297730307078
79.06,22.456608811749
79.08,22.439919893190922
79.10000000000001,22.423230974632844
79.12,22.406542056074766
79.14,22.38985313751669
79.16,22.373164218958614
79.18,22.356475300400533
79.2,22.33978638184246
79.22,22.32309746328438
79.24,22.306408544726303
79.26,22.289719626168225
79.28,22.273030707610147
79.3,22.25634178905207
79.32000000000001,22.23965287049399
79.34,22.222963951935917
79.36,22.20627503337784
79.38,22.18958611481976
79.4,22.172897196261683
79.42,22.156208277703605
79.44,22.139519359145527
79.46000000000001,22.12283044058745
79.48,22.10614152202937
79.5,22.089452603471294
79.52,22.07276368491322
79.54,22.05607476635514
79.56,22.039385847797064
79.58,22.022696929238986
79.60000000000001,22.006008010680908
79.62,21.98931909212283
79.64,21.972630173564752
79.66,21.955941255006678
79.68,21.939252336448597
79.7,21.922563417890522
79.72,21.905874499332445
79.74,21.889185580774367
79.76,21.87249666221629
79.78,21.85580774365821
79.8,21.839118825100137
79.82000000000001,21.822429906542055
79.84,21.80574098798398
79.86,21.7890520694259
79.88,21.772363150867825
79.9,21.755674232309747
79.92,21.73898531375167
79.94,21.72229639519359
79.96000000000001,21.705607476635514
79.98,21.68891855807744
80.0,21.672229639519358
80.02,21.655540720961284
80.04,21.638851802403202
80.06,21.622162883845128
80.08,21.60547396528705
80.10000000000001,21.588785046728972
80.12,21.572096128170895
80.14,21.555407209612817
80.16,21.538718291054742
80.18,21.52202937249666
80.2,21.505340453938587
80.22,21.48865153538051
80.24,21.47196261682243
80.26,21.455273698264353
80.28,21.438584779706275
80.3,21.421895861148197
80.32000000000001,21.40520694259012
80.34,21.388518024032045
80.36,21.371829105473964
80.38,21.35514018691589
80.4,21.33845126835781
80.42,21.321762349799734
80.44,21.305073431241656
80.46000000000001,21.288384512683578
